article	unit_type	is_adct	confidence	pt	nhe
114	caput_roman	False	1.0	IV – os mandados de segurança, habeas corpus e habeas data, quando o ato questionado envolver matéria sujeita à sua jurisdição;  Da Organização dos Poderes                                                                71.	IV - mãdadu segurãsa, habeas corpus asuí habeas data, aáramẽ atu purãduãna muatí matéria umumiasua ne jurisdisãu;.
114	caput_roman	False	1.0	V – os conflitos de competência entre órgãos com jurisdição trabalhista, ressalvado o disposto no art. 102, I, “o”;.	V - Mairamé aikué maáramũya sá ta mamé upuraki waá ta muraákí resé waára, maã tẽki ta maã maã ũbeu waá umũdú sá 102, I o;.
114	caput_roman	False	1.0	VI – as ações de indenização por dano moral ou patrimonial, decorrentes da relação de trabalho;.	VI - Ta pagari diñeru mairamé míra ta kuntari teyũtu míra resé waára, asui mairamé yuka ta ruka ta, ta maã ta yuíri, yãmuraákí resé waára.
114	caput_roman	False	1.0	VII – as ações relativas às penalidades administrativas impostas aos empregadores pelos órgãos de fiscalização das relações de trabalho;.	VII- maã ramé yãumuyakũta waá ta muraákí sesé waára ũbeu maã puxiwera waá ta miyã nhã upuraki waa tá.
114	caput_roman	False	1.0	VIII – a execução, de ofício, das contribuições sociais previstas no art. 195, I, “a”, e II, e seus acréscimos legais, decorrentes das sentenças que proferir;.	VIII- maã ta meẽ ũbeu waá umũdú sá 195 195, I, a , asuí II.
114	caput_roman	False	1.0	IX – outras controvérsias decorrentes da relação de trabalho, na forma da lei.	IX- amữ maã nungaára ta ũbeu waa muraákí resé mayé ũbeu waá umũdú sá.
115	caput_roman	False	1.0	um quinto dentre advogados com mais de dez anos de efetiva atividade profissional e membros do Ministério Público do Trabalho com mais de dez anos de efetivo exercício, observado o disposto no art. 94;.	yepé pú advogado urikú waa 10 akayu yãmuraákí upé, asui upuraki waá Ministeriu payẽ awá yaára waá do Murakí upé, upuraki waá 10 akayu Ministeriu upé, mayé te ũbeu waá umũdú as 94 upé.
115	caput_roman	False	1.0	II – os demais, mediante promoção de juízes do trabalho por antiguidade e merecimento, alternadamente.	II- amũ ta, mairamé juiz ta puralki purãga, ta puraki kuxiima suiwaára.
116	caput	False	1.0	Nas Varas do Trabalho, a jurisdição será exercida por um juiz singular.	Yãmamẽẽ ta mukuiari úka ta puraki aárama, awá usú upuraki ápe yepé juiz.
118	caput_roman	False	1.0	os Tribunais Regionais Eleitorais	Tribunau Rejiunau Eleyturau ta
119	caput_roman	False	0.9	mediante eleição, pelo voto secreto:    a) três juízes dentre os Ministros do Supremo Tribunal Federal;    b) dois juízes dentre os Ministros do Superior Tribunal de Justiça;  72                                                       Constituição da República Federativa do Brasil.	ta parawaáka waitá voto rupí:        a) musapíri juí itá uikú waitá ta Turusú piri waá Tribunau Federau upé;        b) mukũi juiz itá kuá ta, ministru ta ta uikú waa Turusú piri waá Tribunau de justisa upé.
119	caput_roman	False	0.9	II – por nomeação do Presidente da República, dois juízes dentre seis advogados de notável saber jurídico e idoneidade moral, indicados pelo Supremo Tribunal Federal.	II – Prezidẽti da República usú kuri umeruka mukũi juiz yã6 adovoda ta sui waára ukuá waitá purãga míra ta riku sawá ta resé waára, Turusú piri waá tribunau umũdú waitá.        Ũbeu sawá mirĩ.
120	caput	False	1.0	Haverá um Tribunal Regional Eleitoral na Capital de cada Estado e no Distrito Federal.	Aikué kuri yepé Tribunau Rejiunau Eleyturau payẽẽ Capital Istadu ta upé, asui asuí Distritu Federau upé.
121	caput	False	1.0	Lei complementar disporá sobre a organização e competência dos tribunais, dos juízes de direito e das juntas eleitorais.	Ley kuri usú ujeu xonga suiri maῖta yãtribunau juiz de direito ta su aárama ta puraki yawété yuíri junta eleyturau ta yuíri.  “Mundu sa Turusu” waá, ũbêuwa mayé míra itá uikú arãma purãga iké braziu upé         109.
123	caput	False	0.8	O Superior Tribunal Militar compor-se-á de quinze Ministros vitalícios, nomeados pelo Presidente da República, depois de aprovada a indicação pelo Senado Federal, sendo três dentre oficiais-generais da Marinha, quatro dentre oficiais-generais do Exército, três dentre oficiais-generais da Aeronáutica, todos da ativa e do posto mais elevado da carreira, e cinco dentre civis.	YãTurusú piri waá Tribunau Militarir urikú kuri quinze Ministru tá ti waitá upuderi upawá, Prezidẽti República umuseruka waitáSenadu Federau umukameẽ waa tá, kuáyé musapiri general mariyã pura itá, irũdí general ta exército pura ta, musapiri general aéronáutica pura ta, payẽẽ aῖtá ta puraki waitá ré, asui yepé pú tiwaitá suraára.
125	caput	False	1.0	Os Estados organizarão sua Justiça, observados os princípios estabelecidos nesta Constituição.	Istadu-ita tamuyã kuri ta justisa arã, taãmuyakuntasá rupí mayê ũbeuwa kuá kũstituisãũ upé.
125	paragrafo_unico	False	1.0	O Tribunal de Justiça poderá funcionar descentralizadamente, constituindo Câmaras regionais, a fim de assegurar o pleno acesso do jurisdicionado à justiça em todas as fases do processo.	tribunau justisa yaára waá upuderi upuraki payẽ marupῖtu, yumuyãsá kãmaáraita iwípedasu-ita rupí, umuyakũta arã usiíkasá justisa payẽ rupí mamẽ uikú wa kuá umũdusaára uprenderi.
127	caput	False	1.0	O Ministério Público é instituição permanente, essencial à função jurisdicional do Estado, incumbindo-lhe a defesa da ordem jurídica, do regime democrático e dos interesses sociais e individuais indisponíveis.	Ministeriu publiku aé ῖstituisãu uikúwara arãwa, watai píriwa muraákí istadu jurisdisãũ supé, purãga arã umuyã suãtisá jurídica upurãdu ramẽ, mayê taikú arã purãgaasui mãnũgaára ramẽ payẽawá uputai asui ipesuwa ramẽwa watai.
127	paragrafo_unico	False	1.0	Durante a execução orçamentária do exercício, não poderá haver a realização de despesas ou a assunção de obrigações que extrapolem os limites estabelecidos na lei de diretrizes orçamentárias, exceto se previamente autorizadas, mediante a abertura de créditos suplementares ou especiais.	mairamẽ uyuusari uikú kuá diñeru, ti kuri upuderi uyugastari iyára kití mayê uyari wa ley umukamẽsá wa diñeru rapé upé, maã aikué te mairamẽ tapirari purusá diñeru tagastaria arã prisizu retã ramẽ.
128	caput_roman	False	0.9	o Ministério Público da União, que compreende:     a) o Ministério Público Federal;     b) o Ministério Público do Trabalho;     c) o Ministério Público Militar;     d) o Ministério Público do Distrito Federal e Territórios;.	ministeriu publiku uniãũ yaára waá, aé usika iturusúsá        a) Ministeriu Publiku Federau        b) Ministeriu publiku muraákí kitíwaára        c) Ministeriu publiku suraára ta kitíwaára        d) Ministeriu publiku distritufederau supé asui iwí-ita supéarãwa        II- ministeriu publiku istadu-ita yaára waá.
128	paragrafo_unico	False	1.0	Aplica-se aos membros do Ministério Público o disposto no art. 95, parágrafo único, V.	uyumeẽ kuá ministeriu publiku pura-ita supé uyari wá art. 95, ũbeusa yepéyũtu, V upé.
129	caput_roman	False	1.0	promover, privativamente, a ação penal pública, na forma da lei	Umuyã, ukiririsá rupí, muyãsá presuarã payẽ, ley ũbeuwa rupí
129	caput_roman	False	0.9	zelar pelo efetivo respeito dos Poderes Públicos e dos serviços de relevância pública aos direitos assegurados nesta Constituição, promovendo as medidas necessárias a sua garantia;.	umuyakũTetãmara purãga arã taikú kuá puderi publiku pura-ita asui purãga arã uyumuyã ruyarisá kuá direitu uyari wa mũdusáwa turusúwa upé, umuyã arã ruyarisá payẽ awá supé.  “Mundu sa Turusu” waá, ũbêuwa mayé míra itá uikú arãma purãga iké braziu upé      113         III- umuyã muyakũtasá miíra resé asui kuá muyãsáwa miíra-ita resé, umukaáturu arã miíra ta maã-ita asui payẽ mãa-ita, kῖdaára wasú-ita asui mãnũgaára ikupukuwaita reséwaára.
129	caput_roman	False	0.9	III – promover o inquérito civil e a ação civil pública, para a proteção do patrimônio público e social, do meio ambiente e de outros interesses difusos e coletivos;.	IV- umuyã muyãsáwa aikué ramẽ puxuwerawá muraákí ῖstituisãu upé u mairamẽ aikué yepé muapatukasá uniãu asui istadu-ita upé , mayê ũbeuwa kuá mũdusáwa turusúwa upé.
129	caput_roman	False	0.9	IV – promover a ação de inconstitucionalidade ou representação para fins de intervenção da União e dos Estados, nos casos previstos nesta Constituição;.	V- umupisiru judicial rupí miíra-ita direitu asui indigina-ita yuiri        VI- umusẽmu papéra ũbeusaárawá wayê uyumuyãrã muraákí reséwaára, upurãdua arã ũbeusaára asui papéra-ita umukamẽ arã mayê kuri upuraki , mayê ũbeuwa ley umuturusúsá upé.
129	caput_roman	False	0.9	V – defender judicialmente os direitos e interesses das populações indígenas;.	VII- umuyã muyakũtasá ukaára sui pulisia ta muraákí, mayê ley umuturusúsá ũbeuwa uyari wa kuá rẽdewaára upé.
129	caput_roman	False	0.9	VI – expedir notificações nos procedimentos administrativos de sua competência, requisitando informações e documentos para instruí-los, na forma da lei complementar respectiva;.	VIII- upurãdu muyakũtasa-ita muraákíresé asui umuyupiru arã muyakũtasá pulisia rupí, mukamẽsá yã umuyãrãwa ley mudusaára rera rupí;        IX- umuyã aãmu muraákí-ita uyumusasá ramẽ ixupé, mã mairamẽ ixupéarã waté, ũba kuri upuderi usúaxaára judisiau rupiá sui umaãrã ukawású ta purandu ramẽ.
130	caput_roman	False	0.9	quatro membros do Ministério Público da União, assegurada a representação de cada uma de suas carreiras;.	Irũdi miíra-ita ministeriu publiku pura-ita uniãu yára waitá, aikué wára te uyusúaxaárasá mayê ikarera ũbeuwa yawé:      III- Musapiri miíra-ita ministeriu publiku istadu yára waitá;  114               “Mundu sa Turusu” waá, ũbêuwa mayé míra itá uikú arãma purãga iké braziu upé        IV- Mukũi juizi-ita turusú piri waá Tribunau Federau uparawaákawá-ita asui ãmu justisa turusú piri wa justisa uparawaáka wa.
130	caput_roman	False	0.9	III – três membros do Ministério Público dos Estados;.	V- Mukũi adivugadu -ita, ũbeusaára federau kuá adivugado ta umũdusaára uparawaáka wá-ita       VI- Mukũi míra retẽtu waitá ukuáwa-ita ley reséwaára asui ti wa ikiyá ta reéra, uyuparawákawá kãmaára deputadu-ita ta yára rupiá sui aãmũ senadu federau pura-ita rupí.
131	caput	False	1.0	A Advocacia-Geral da União é a instituição que, diretamente ou através de órgão vinculado, representa a União, judicial e extrajudicialmente, cabendo-lhe, nos termos da lei complementar que dispuser sobre sua organização e funcionamento, as atividades de consultoria e assessoramento jurídico do Poder Executivo.	Uniãu adivukasia yára aé yepé ῖstituisãu upuarkiwa satãbika u yepé urgãu rupí usúaxaára arã uniãu rera rupí, judisiau asui judisiau ukaára suiwaára wá , mayê ũbeuwa ley umuturusúsá rupí uxari mayê uyumuyãrã asui mayê upuraki arã , usẽdúsá rupiá sui umukamesá arã juridiku rupí umuyãsá puderi rupí.
132	caput	False	1.0	Os Procuradores dos Estados e do Distrito Federal, organizados em carreira, na qual o ingresso dependerá de concurso público de provas e títulos, com a participação da Ordem dos Advogados do Brasil em todas as suas fases, exercerão a representação judicial e a consultoria jurídica das respectivas unidades federadas.	Istadu-ita asui distritu federau usikarisa-ita, uyumuyãwa karera rupí,uyukuáwá kũkursu publiku rupí, mamẽ kuá adivugadu umũdusaára umuya umuŨBEUSAÁRA sui te upawá yã kũkursu usúazaára sá justisa rupiá ui usẽdú sá rupí mamẽ uikúwa uikú.
133	caput	False	1.0	O advogado é indispensável à administração da justiça, sendo inviolável por seus atos e manifestações no exercício da profissão, nos limites da lei.	Adivigadu tiupuderi watai adiministasãu justisa yaára supé, imuraákí ti upuderi uyumuyã puxuwera umuyã ramẽ imuraákí reséwaára rete wa, mamẽtu te usika ley umũdu.
133	caput	False	1.0	SEÇÃO IV                                   Da Defensoria Pública.	SESÃU IV                          DEFẼSURIA PUBLIKA RESÉWAÁRA.
134	caput	False	1.0	A Defensoria Pública é instituição permanente, essencial à função jurisdicional do Estado, incumbindo-lhe, como expressão e instrumento do regime democrático, fundamentalmente, a orientação jurídica, a promoção dos direitos humanos e a defesa, em todos os graus, judicial e extrajudicial, dos direitos individuais e coletivos, de forma integral e gratuita, aos necessitados, na forma do inciso LXXIV do art. 5o desta Constituição Federal.	Kuá Defensuria publika aé ῖstituisãu uikúwaára arãwa, prisizuwa juridisiunau istadu yaára supé, aé urikútê kũtarisá asui imuraákí rupiáára, umuyupirũgá.kuá  116                “Mundu sa Turusu” waá, ũbêuwa mayé míra itá uikú arãma purãga iké braziu upé  mukamẽsá ley ta reséwaára umukamẽsá miíra-ita direitu asui upisirusára-ita payẽ mayêwa upẽtu, judisiari asui judisiari ukaárapura waá, pesuúwasá rupí u siíyasa rupí yuiri ũbawa uyupagarisá rupí pirasuwa-ita supé mayẽ uyari wa kuá ũbeusamiri LXXIV art.5º yaára upé kuá mũdusáwa turusúwa federau upé.
135	caput	False	0.8	Os servidores integrantes das carreiras disciplinadas nas Seções II e III deste Capítulo serão remunerados na forma do art. 39, § 4o.	Upurákiwa-itá uikúwaitá karera uruyarisá rupí uyari wa sesãu II asuisesãu III kuá ubeusá upé aῖta tasú tauyupagari kuá art. 39, §4º rupí.  “Mundu sa Turusu” waá, ũbêuwa mayé míra itá uikú arãma purãga iké braziu upé      117                                       SESEWÁRA V                   ISTADU SUÃTISÁRA ASUI ῖSTITUISÃU                    DEMUKRATIAWÁ-ITA RESÉWAÁRA                                       ŨBEUSAÁRA I              ISTADU SUÃTISÁRA ASUI ISTADU TẼDÁ RESÉWAÁRA                                            SESÃU I                                    ISTADU SUÃTISÁRA.
136	caput	False	1.0	O Presidente da República pode, ouvidos o Conselho da República e o Conselho de Defesa Nacional, decretar estado de defesa para preservar ou prontamente restabelecer, em locais restritos e determinados, a ordem pública ou a paz social ameaçadas por grave e iminente instabilidade institucional ou atingidas por calamidades de grandes proporções na natureza.	Prezidẽti republika yaára upuderi, usẽdu ũbeusasáára republika yaára asui ũbeusaára suãtisára -ita, umũdu umuyã musúãtisaára umuyakuta arã uikúrẽdá yumῖmiwa-ita asui uyumukamẽwa-ita kuá payẽ muatirisá asui uikúsá purãga mairamẽ puxuwera putai uikú kuá ῖstituisãu u aikué ramẽ sasaásá puxuerasá payẽ awá rupí turusú kaátu wa.
136	paragrafo_unico	False	1.0	O Congresso Nacional apreciará o decreto dentro de dez dias contados de seu recebimento, devendo continuar funcionando enquanto vigorar o estado de defesa.	Aáé kuri kũgresu umaã seése dekretu papéra mukũi pu ikupukusá upé mairamẽ upisika aé, té mairamẽ uyumuyãwa ikupukusá usika upawá sá.
137	caput_roman	False	0.9	comoção grave de repercussão nacional ou ocorrência de fatos que comprovem a ineficácia de medida tomada durante o estado de defesa;.	Puxuwera kaátu ramẽ SESEWÁRA naciunau upé u aikuéramẽ mayê usasá uymumukamẽsa rupí ti ramẽ purãga uyumuyã istadu-ita musãti ramẽ kuera;       II-Umusẽmu ramẽ yumuraãmuyãsa reséwaára u usúaxaára ramẽ unupásaára uúri wa ukaára sui
138	caput	False	1.0	O decreto do estado de sítio indicará sua duração, as normas necessárias a sua execução e as garantias constitucionais que ficarão suspensas, e, depois de publicado, o Presidente da República designará o executor das medidas específicas e as áreas abrangidas.	Dekretu papéra istadu tẽdá reséwaára aé umukamẽ kuri ikupukusá, SESEWÁRA uyumuyãsá asui mayêta uyumpurãga sá, usẽmurireã, aápe kurimprezidẽti republika yaára umũdu yepé umuyãrãsá asui mamẽta kuri usika umũdu.
139	caput_roman	False	1.0	obrigação de permanência em localidade determinada	Umupresuarãtu ukawású tií wa prezu-ita upé  “Mundu sa Turusu” waá, ũbêuwa mayé míra itá uikú arãma purãga iké braziu upé        119        II-Tiwa uyumuyarã SESEWÁRA kuá purũgitasá yumῖmisa rupí wa uyumuyã, ũbeuarãwa SESEWÁRA, ῖpresa ta ukũtarisa supé, asui televizãu supé yuiri mayê ũbeuwa ley upé;       IV- tayuúka isui reuniãumuyãsá       V- tasikari asui ta prenderi suka kuára upé       VI- tawiké arã ῖpresaita upuraki wa payẽ awá supé kuára upé       VII- upurãdu ramẽ imaãrã
140	caput	False	1.0	A Mesa do Congresso Nacional, ouvidos os líderes partidários, designará Comissão composta de cinco de seus membros para acompanhar e fiscalizar a execução das medidas referentes ao estado de defesa e ao estado de sítio.	Payẽ kũgresu naciunau pura-ita tasẽdú ramẽã partidu-ita ruixa-ita, taãmukiriari kuri yepé muatirisá sῖku miíra-ita rupí umuyakũtarãwa kuá muraákí reséwaára ,seése kuá istadu tẽdá.
141	caput	False	1.0	Cessado o estado de defesa ou o estado de sítio, cessarão também seus efeitos, sem prejuízo da responsabilidade pelos ilícitos cometidos por seus executores ou agentes.	Upawá ramẽ kuá istadi Musúãtisaára u istadu tẽdá upawá yuiri imuraákí reséwaára nemaã sipikuera payẽsupé mã uyumuyawá puxuwera ripikawá umuyãsára ta supé.
142	caput	False	1.0	As Forças Armadas, constituídas pela Marinha, pelo Exército e pela Aeronáutica, são instituições nacionais permanentes e regulares, organizadas com base na hierarquia e na disciplina, sob a autoridade suprema do Presidente da República, e destinam-se à defesa da Pátria, à garantia dos poderes constitucionais e, por iniciativa de qualquer destes, da lei e da ordem.	Mukawá ta kirῖba sawá uikúwaitá aápé suraára paáranã puraita, suraáraita asui suraára iawáte pura wita rupí , aῖta ῖstituisãu naciunau uikúwara arãwaitá, aῖta tayumuatiri ta turusúsá rupiá sui ruyarisá rupí, umũduwa ta resé aite kuá prezidẽtirepublika yaára rupí, asui aῖta ta muraákí muyakũtasa payẽ yane iwí wasú resé asui uyumuyãrã purãga as yaiku mayê ũbeuwa kuá ley.
143	caput	False	1.0	O serviço militar é obrigatório nos termos da lei.	Suraára arã aé tenki uyumuyã mayê uyari wa ley upé.
144	caput_roman	False	1.0	polícias militares e corpos de bombeiros militares	Pulisia militariri-ita asui bũberu-ita
144	caput_roman	False	1.0	polícias penais federal, estaduais e distrital.	Pulisia ũpresusaáraitá federau, istadupura-ita asui distritu pura-ita
144	paragrafo_unico	False	1.0	As polícias militares e os corpos de bombeiros militares, forças auxiliares e reserva do Exército subordinam-se, juntamente com as polícias civis e as polícias penais estaduais e distrital, aos Governadores dos Estados, do Distrito Federal e dos Territórios.	pulisia militariritá asui bũberu suraáraita, suraáraitarikúyaára, aῖtá tayári , yepéwasú pulisia yanekitíwaára asui pulisia ũpresuwaitá istadu pura asui distritu pura, guvernu istadu asui payẽ iwíta supé.
145	caput_roman	False	1.0	taxas, em razão do exercício do poder de polícia ou pela utilização, efetiva ou potencial, de serviços públicos específicos e divisíveis, prestados ao contribuinte ou postos a sua disposição;.	uyumeẽwa, pulisia muraákísá rupí u uyuzari páwa arâwa u turusúsá rupí, muraákí yumuyãsá yandéarâwa rupí asui ãmũnũgaára tasúpé u mayê uyũburi wá ixupé;.
145	caput_roman	False	1.0	III – contribuição de melhoria, decorrente de obras públicas.	III – uyumeẽwá uyumupurãga aárama, úriwá uyumuyãsá muraákí ta sui.
146	caput_roman	False	1.0	dispor sobre conflitos de competência, em matéria tributária, entre a União, os Estados, o Distrito Federal e os Municípios;.	ũbeu muramũya reséwaára, mayé kuá uniãũ, istatuitá, distritu federau asui tẽdawá tameẽ arã kuá kubrarisá.
146	caput_roman	False	1.0	II – regular as limitações constitucionais ao poder de tributar;.	II – umuyakũta mamẽ upuderi usika kuá ukubrarisá.
146	caput_roman	False	1.0	III – estabelecer normas gerais em matéria de legislação tributária, especialmente sobre:     a) definição de tributos e de suas espécies, bem como, em relação aos impostos discriminados nesta Constituição, a dos respectivos fatos geradores, bases de cálculo e contribuintes;     b) obrigação, lançamento, crédito, prescrição e decadência tributários;     c) adequado tratamento tributário ao ato cooperativo praticado pelas sociedades cooperativas;     d) definição de tratamento diferenciado e favorecido para as microempresas e para as empresas de pequeno porte, inclusive regimes especiais ou simplificados no caso do imposto previsto no art. 155, II, das contribuições previstas no art. 195, I e §§ 12 e 13, e da contribuição a que se refere o art. 239.	III - ũbeu mayê ukubrarisáresé mayê ley upurãdúwa, séese piri kuá:        a) ũbeuwá kubrarisá resé waára asui maãnũgáta aé, mayê uyeẽ cũstituisaũ upé, asui mãitáta umuyãwa aé, mayêta yumuatirisá asui umeẽsaáraita aé;        b) ubrigasãũ, uyukuásárã, uyumẽrãwa, mukamẽsá asui kubrarisá uwarisá ramẽ.        c) purãga kubrarisá ta supé kuá upurakiwa-itá yumuatirisá rupí        d) aãmurupíxῖgawá suãtisá ta supé kuá kuáiramiríwa-ita tamaã, ta supé yuiri kuáita ãmurupíwa-itá u uyumukuáirawá mayé ũbeu waupé art.155, II, uyumeẽ rupiáárawá art. 195,I asui §§ 12 asui 13 upé, asui uyumeẽ ũbeu wa SESEWÁRA art. 239 upé.
148	caput_roman	False	0.9	para atender a despesas extraordinárias, decorrentes de calamidade pública, de guerra externa ou sua iminência;.	mairamẽ usasá puxuwera, yumuraãmuyãsá ramẽ ukaára kití, aápe upuderi umuyã kuá purusá u mairamẽ umaã puxuwerawá usika.
148	caput_roman	False	0.9	II – no caso de investimento público de caráter urgente e de relevante interesse nacional, observado o disposto no art. 150, III, “b”.	II – mairamẽ yumusasá diñeru kutaárawá rupiáára asui mairamẽ kuá iwíwasú uputari ramẽ, umuyãkũta umaã maã uikú wa art.150.III.”b” upé.         ũbeusá Yepéyũ.
150	caput_roman	False	0.9	exigir ou aumentar tributo sem lei que o estabeleça	taãmũdu ramẽ u ta muturusúarã kubrarisá ti ramẽ aikué yepé ley ũbeuwa SESEWÁRA.
150	paragrafo_unico	False	1.0	Qualquer subsídio ou isenção, redução de base de cálculo, concessão de crédito presumido, anistia ou remissão, relativos a impostos, taxas ou contribuições, só poderá  Da Tributação e do Orçamento                                                               87  ser concedido mediante lei específica, federal, estadual ou municipal, que regule exclusivamente as matérias acima enumeradas ou o correspondente tributo ou contribuição, sem prejuízo do disposto no art. 155, § 2o, XII, “g”.	mayêwa SESEWÁRA u tiarã upagari, yumukuáírasá yumuatirisá, tameẽarã ramẽ diñeru, resaárairamẽ u tiarãma takubrari aé kubrarisá rupí, aé usẽmu kuri mairamẽ aikué ley istadu yaára, federau yaára u tẽdáwá ley rupí, mayê ũbeuwa art. 155, §2º,XII,g upé.
151	caput_roman	False	1.0	instituir tributo que não seja uniforme em todo o território nacional ou que implique distinção ou preferência em relação a Estado, ao Distrito Federal ou a Município, em detrimento de outro, admitida a concessão de incentivos fiscais destinados a promover o equilíbrio do desenvolvimento socioeconômico entre as diferentes regiões do País;.	umuyã kubrarisá ti ramẽ yepéwasú panyẽ awásúpé u uyumuyãramẽ aãmurupí u umuyãputairamẽistadu, distritu federau u tẽdáwá ta supé, yawé ramẽ aápe taãmuikê uyukuásá SESEWÁRA umuyepéwasúarã kuá uyukiriarisá payẽ kuá tetãmaῖta braziuupé waitá uikú.
151	caput_roman	False	1.0	II – tributar a renda das obrigações da dívida pública dos Estados, do Distrito Federal e dos Municípios, bem como a remuneração e os proventos dos respectivos agentes públicos, em níveis superiores aos que fixar para suas obrigações e para seus agentes;.	II - Upurãdú sikuyaára kuá istadu-ita, distritu federau asui tẽdá-itasúi ugayãrisa rupí, mayê uyumeẽsawáupé sikuyaára uúriwaitá miíra-itásui, payẽ turusipiriwaitá sui SESEWÁRA asui imiíra-ita rupí.  “Mundu sa Turusu” waá, ũbêuwa mayé míra itá uikú arãma purãga iké braziu upé      127.
151	caput_roman	False	1.0	III – instituir isenções de tributos da competência dos Estados, do Distrito Federal ou dos Municípios.	III - Ũba upuderi uxari usasá kuá ukubrarisá kuá istadu-ita, distritu federau tẽdá yaára waá upé.
152	caput	False	0.8	É vedado aos Estados, ao Distrito Federal e aos Municípios estabelecer diferença tributária entre bens e serviços, de qualquer natureza, em razão de sua procedência ou destino.	SESÃU III                      UNIÃŨ UKUBRARIA WAITÁ RESÉWAÁRA.
153	caput_roman	False	1.0	importação de produtos estrangeiros	Maã-ita uri waitá aápekaátu sui reséwaára
153	caput_roman	False	1.0	exportação, para o exterior, de produtos nacionais ou nacionalizados	Ta muũdúwaitá, ukaára kití, maã-ita ikewaára waá u uyumuyãna waitá iké.
153	caput_roman	False	1.0	renda e proventos de qualquer natureza	Gayãriwá asui uúriwa payẽ maãsuῖtu
153	caput_roman	False	1.0	operações de crédito, câmbio e seguro, ou relativas a títulos ou valores mobiliários	Uyumuyã ramẽ purusá, muyerêrisá asui isãtasá, u kuá úka-ita ta reséwaára
154	caput_roman	False	1.0	mediante lei complementar, impostos não previstos no artigo anterior, desde que sejam não cumulativos e não tenham fato gerador ou base de cálculo próprios dos discriminados nesta Constituição;.	ley umuturusaá rupí, kubrarisá-ita ti waitá uyukuáwa ũbeusa kuá artigo rendewaára, mã mairamẽ ti uyumuyã asui ti ramẽ re uyukuá yumuatirsaupé uyari waá kuá constitusãu upé.
154	caput_roman	False	1.0	II – na iminência ou no caso de guerra externa, impostos extraordinários, compreendidos ou não em sua competência tributária, os quais serão suprimidos, gradativamente, cessadas as causas de sua criação.	II – mairamẽ aikué yumuraãmuyãsa turusú u mairamẽ usika aápe tamuyã kubrarisá aãmurupíxῖgawá takuásá rupí u ti ramẽ ukuá seesewaára, mã asui taãmukayẽmuaé, meẽrupísá, uyupitásúka mãrata uyumuyã kuera.
154	caput_roman	False	1.0	SEÇÃO IV                      Dos Impostos dos Estados e do Distrito Federal.	SESÃU IV       ISTADU-ITA ASUI DISTRITU FEDERAU KUBRARISÁ-ITÁ RESÉWAÁRA.
155	caput_roman	False	1.0	transmissão causa mortis e doação, de quaisquer bens ou direitos	yumusasá umanusá rupí asui yumeẽ ramẽ, payẽ maã-ita u supéarãwa-ita
155	caput_roman	False	1.0	operações relativas à circulação de mercadorias e sobre prestações de serviços de transporte interestadual e intermunicipal e de comunicação, ainda que as operações e as prestações se iniciem no exterior;.	uymuyã ramẽẽ ta reséwaára kuá uyupiripana waitá rikuyaára, asui tamuyã ramẽ muraákí ãmũ istadi-ta rupí, asui aãmũ tẽdáwá tarupí, asui kũtarisarupí, asui muraákí umuyupiruramẽ ukaára sui.
155	caput_roman	False	1.0	III – propriedade de veículos automotores.	III – urikú waitá uwatásá-ita upuraki waitá makina irũ.
155	paragrafo_unico_roman	False	1.0	terá alíquotas mínimas fixadas pelo Senado Federal	mirῖtu pusẽtaji kuri senadu federau umuyari
155	paragrafo_unico_roman	False	0.9	poderá ter alíquotas diferenciadas em função do tipo e utilização.	upuderi yuiri kuri umuyã pusẽtaji aãmurupíwa umuyarisá sesewára kuá mayé usariarã                                            SESÃU V                       TẼDAWÁ-ITA KUBRARISÁ RESÉWAÁRA
156	caput_roman	False	1.0	propriedade predial e territorial urbana	Uka wasú ta resé asui iwí tetãma upê waitá resé yuiri
156	caput_roman	False	0.9	transmissão inter vivos, a qualquer título, por ato oneroso, de bens imóveis, por natureza ou acessão física, e de direitos reais sobre imóveis, exceto os de garantia, bem como cessão de direitos a sua aquisição;.	uyumusasá sá payẽ maã kitíwaára “upakawáita rupíré” isipiwasúsá rupí kuá uka-ita, uri waitá yawẽtusa ruoi u miíra umeẽwasá rupí, asui sikuyaára retéwa, umaãté seése kuá uyupiripãnarã rewa;.
156	caput_roman	False	0.9	III – serviços de qualquer natureza, não compreendidos no art. 155, II, definidos em lei complementar;.	III – mayêwa murakῖ uyukuáwá, tiwaitá uyukuáwá kuá art. 155, II, ũbeuwa ley uyumuturusúsá rupí.
157	caput_roman	False	1.0	o produto da arrecadação do imposto da União sobre renda e proventos de qualquer natureza, incidente na fonte, sobre rendimentos pagos, a qualquer título, por eles, suas autarquias e pelas fundações que instituírem e mantiverem;.	maã uyupuúwa kubrarisá rupí ta resé kauita uri waitá payẽmãsuῖtu, ti wa usarú uikú, ta resé kuá uyupagari wa, mayêwãtu supé , ta rupí kuá uka wasú-ita rupí asui umũdusaára-ita rupí asui kuá uka-ita uyukuáwái-ta rupí.
157	caput_roman	False	1.0	II – vinte por cento do produto da arrecadação do imposto que a União instituir no exercício da competência que lhe é atribuída pelo art. 154, I.	II – irũdipú pusẽtu yumuatirisá muraákí sui rikuyaára mayê uniãũ ũbeuwa yawé imuraákísá rupí mayê ũbeuwa kuá art. 154,I upé.
